LoksabhaName,VidhansabhaName,LocalUnitName,LocalUnitType
Tonk-Sawaimadhopur,Sawai Madhopur,39,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,40,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,41,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,42,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,43,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,44,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,45,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,46,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,47,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,48,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,49,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,50,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,51,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,52,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,53,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,54,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,55,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,56,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,57,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,58,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,59,Ward
Tonk-Sawaimadhopur,Sawai Madhopur,60,Ward
Tonk-Sawaimadhopur,Bamanwas,Amawara,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Bairada,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Barh Mohanpur (बाढ मोहनपुर),Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Barnala,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Batoda,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Bhanwra,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Bhinora (भिनोरा),Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Bichhauchh,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Bichpuri,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Binjari,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Chandanholi,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Dabar,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Doongarpatti (डूंगरपट़टी),Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Doongarwara,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Gandal,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Ghudla (घुडला),Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Goth,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Gurjar Baroda,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Jahira,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Jeewad,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Kakrala,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Kherli,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Kohali Prempura,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Koyala,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Liwali,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Meena Koleta,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Morpa,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Narauli Chaur,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Phulwara,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Piplai,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Raneela,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Riwali,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Sancholi,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Shafipura,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Sitor,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Sukar,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Sumel,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Sundari,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Tundeela (टुंडीला),Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Bagdoli,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Bapui,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Bada Gaon Sarcvar,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Bas Torda,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Borda,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Datuli,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Galat Kalan,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Gotor,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Hathdoli,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Hindupura,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Jastana,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Janoon,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Kodiyai,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Kolara,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Kushalpura,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Lakhanpur,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Mangdoli,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Mitrapura,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Moran,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Pipalda,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Pipalwara,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Rathod Nimbod,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Thadoli,Gram Panchayat
Tonk-Sawaimadhopur,Bamanwas,Udgaon,Gram Panchayat
Bhilwara,Shahpura,AMARPURA,Gram Panchayat
Bhilwara,Shahpura,HAATHANODA,Gram Panchayat
Bhilwara,Shahpura,KANWARPURA,Gram Panchayat
Bhilwara,Shahpura,KHEJROLI,Gram Panchayat
Bhilwara,Shahpura,NAGAL -KOJU,Gram Panchayat
Bhilwara,Shahpura,NAGAL- BHARADA,Gram Panchayat
Bhilwara,Shahpura,NINDOLA,Gram Panchayat
Bhilwara,Shahpura,NIWANA,Gram Panchayat
Bhilwara,Shahpura,TIGARIYA,Gram Panchayat
Bhilwara,Shahpura,1,Ward
Bhilwara,Shahpura,2,Ward
Bhilwara,Shahpura,3,Ward
Bhilwara,Shahpura,4,Ward
Bhilwara,Shahpura,5,Ward
Bhilwara,Shahpura,6,Ward
Bhilwara,Shahpura,7,Ward
Bhilwara,Shahpura,8,Ward
Bhilwara,Shahpura,9,Ward
Bhilwara,Shahpura,10,Ward
Bhilwara,Shahpura,11,Ward
Bhilwara,Shahpura,12,Ward
Bhilwara,Shahpura,13,Ward
Bhilwara,Shahpura,14,Ward
Bhilwara,Shahpura,15,Ward
Bhilwara,Shahpura,16,Ward
Bhilwara,Shahpura,17,Ward
Bhilwara,Shahpura,18,Ward
Bhilwara,Shahpura,19,Ward
Bhilwara,Shahpura,20,Ward
Bhilwara,Shahpura,21,Ward
Bhilwara,Shahpura,22,Ward
Bhilwara,Shahpura,23,Ward
Bhilwara,Shahpura,24,Ward
Bhilwara,Shahpura,25,Ward
Bhilwara,Shahpura,26,Ward
Bhilwara,Shahpura,27,Ward
Bhilwara,Shahpura,28,Ward
Bhilwara,Shahpura,29,Ward
Bhilwara,Shahpura,30,Ward
Bhilwara,Shahpura,31,Ward
Bhilwara,Shahpura,32,Ward
Bhilwara,Shahpura,33,Ward
Bhilwara,Shahpura,34,Ward
Bhilwara,Shahpura,35,Ward
Jaipur Rural,Phulera,BARDOTI,Gram Panchayat
Jaipur Rural,Phulera,CHAIN PURA,Gram Panchayat
Jaipur Rural,Phulera,HABAS PURA,Gram Panchayat
Jaipur Rural,Phulera,HIRNODA,Gram Panchayat
Jaipur Rural,Phulera,KACHRODA,Gram Panchayat
Jaipur Rural,Phulera,KORSEENA,Gram Panchayat
Jaipur Rural,Phulera,ROJADI,Gram Panchayat
Jaipur Rural,Phulera,SARDULPURA,Gram Panchayat
Jaipur Rural,Phulera,SEETARAMPURA,Gram Panchayat
Jaipur Rural,Phulera,SRI RAM PURA,Gram Panchayat
Jaipur Rural,Phulera,SURSINGH PURA,Gram Panchayat
Jaipur Rural,Phulera,SRI RAM PURA,Gram Panchayat
Jaipur Rural,Phulera,CHAIN PURA,Gram Panchayat
Jaipur Rural,Phulera,AAKODA,Gram Panchayat
Jaipur Rural,Phulera,1,Ward
Jaipur Rural,Phulera,2,Ward
Jaipur Rural,Phulera,3,Ward
Jaipur Rural,Phulera,4,Ward
Jaipur Rural,Phulera,5,Ward
Jaipur Rural,Phulera,6,Ward
Jaipur Rural,Phulera,7,Ward
Jaipur Rural,Phulera,8,Ward
Jaipur Rural,Phulera,9,Ward
Jaipur Rural,Phulera,10,Ward
Jaipur Rural,Phulera,11,Ward
Jaipur Rural,Phulera,12,Ward
Jaipur Rural,Phulera,13,Ward
Jaipur Rural,Phulera,14,Ward
Jaipur Rural,Phulera,15,Ward
Jaipur Rural,Phulera,16,Ward
Jaipur Rural,Phulera,17,Ward
Jaipur Rural,Phulera,18,Ward
Jaipur Rural,Phulera,19,Ward
Jaipur Rural,Phulera,20,Ward
Jaipur Rural,Phulera,21,Ward
Jaipur Rural,Phulera,22,Ward
Jaipur Rural,Phulera,23,Ward
Jaipur Rural,Phulera,24,Ward
Jaipur Rural,Phulera,25,Ward
Jaipur Rural,Phulera,26,Ward
Jaipur Rural,Phulera,27,Ward
Jaipur Rural,Phulera,28,Ward
Jaipur Rural,Phulera,29,Ward
Jaipur Rural,Phulera,30,Ward
Jaipur Rural,Phulera,31,Ward
Jaipur Rural,Phulera,32,Ward
Jaipur Rural,Phulera,33,Ward
Jaipur Rural,Phulera,34,Ward
Jaipur Rural,Phulera,35,Ward
Jaipur Rural,Phulera,1,Ward
Jaipur Rural,Phulera,2,Ward
Jaipur Rural,Phulera,3,Ward
Jaipur Rural,Phulera,4,Ward
Jaipur Rural,Phulera,5,Ward
Jaipur Rural,Phulera,6,Ward
Jaipur Rural,Phulera,7,Ward
Jaipur Rural,Phulera,8,Ward
Jaipur Rural,Phulera,9,Ward
Jaipur Rural,Phulera,10,Ward
Jaipur Rural,Phulera,11,Ward
Jaipur Rural,Phulera,12,Ward
Jaipur Rural,Phulera,13,Ward
Jaipur Rural,Phulera,14,Ward
Jaipur Rural,Phulera,15,Ward
Jaipur Rural,Phulera,16,Ward
Jaipur Rural,Phulera,17,Ward
Jaipur Rural,Phulera,18,Ward
Jaipur Rural,Phulera,19,Ward
Jaipur Rural,Phulera,20,Ward
Jaipur Rural,Phulera,21,Ward
Jaipur Rural,Phulera,22,Ward
Jaipur Rural,Phulera,23,Ward
Jaipur Rural,Phulera,24,Ward
Jaipur Rural,Phulera,25,Ward
Jaipur Rural,Phulera,1,Ward
Jaipur Rural,Phulera,2,Ward
Jaipur Rural,Phulera,3,Ward
Jaipur Rural,Phulera,4,Ward
Jaipur Rural,Phulera,5,Ward
Jaipur Rural,Phulera,6,Ward
Jaipur Rural,Phulera,7,Ward
Jaipur Rural,Phulera,8,Ward
Jaipur Rural,Phulera,9,Ward
Jaipur Rural,Phulera,10,Ward
Jaipur Rural,Phulera,11,Ward
Jaipur Rural,Phulera,12,Ward
Jaipur Rural,Phulera,13,Ward
Jaipur Rural,Phulera,14,Ward
Jaipur Rural,Phulera,15,Ward
Jaipur Rural,Phulera,16,Ward
Jaipur Rural,Phulera,17,Ward
Jaipur Rural,Phulera,18,Ward
Jaipur Rural,Phulera,19,Ward
Jaipur Rural,Phulera,20,Ward
Jaipur Rural,Phulera,21,Ward
Jaipur Rural,Phulera,22,Ward
Jaipur Rural,Phulera,23,Ward
Jaipur Rural,Phulera,24,Ward
Jaipur Rural,Phulera,25,Ward
Jaipur Rural,Bansur,ALAMPUR,Gram Panchayat
Jaipur Rural,Bansur,BABARIYA,Gram Panchayat
Jaipur Rural,Bansur,BABERA,Gram Panchayat
Jaipur Rural,Bansur,BABERI,Gram Panchayat
Jaipur Rural,Bansur,BAHRAM KA BAS,Gram Panchayat
Jaipur Rural,Bansur,BALAWAS,Gram Panchayat
Jaipur Rural,Bansur,BAMANWAS,Gram Panchayat
Jaipur Rural,Bansur,BHAGGOO KA BAS,Gram Panchayat
Jaipur Rural,Bansur,BHOOPSERA,Gram Panchayat
Jaipur Rural,Bansur,BUTERI,Gram Panchayat
Jaipur Rural,Bansur,CHHEEND,Gram Panchayat
Jaipur Rural,Bansur,CHOOLA,Gram Panchayat
Jaipur Rural,Bansur,DEOSAN,Gram Panchayat
Jaipur Rural,Bansur,GIROODI,Gram Panchayat
Jaipur Rural,Bansur,GOONTA,Gram Panchayat
Jaipur Rural,Bansur,HAJIPUR,Gram Panchayat
Jaipur Rural,Bansur,HAMEERPUR,Gram Panchayat
Jaipur Rural,Bansur,HARSORA,Gram Panchayat
Jaipur Rural,Bansur,HOLAWAS,Gram Panchayat
Jaipur Rural,Bansur,INDRADA,Gram Panchayat
Jaipur Rural,Bansur,IsraKa Bas,Gram Panchayat
Jaipur Rural,Bansur,KALYANPURA,Gram Panchayat
Jaipur Rural,Bansur,KHERA,Gram Panchayat
Jaipur Rural,Bansur,KHOHRI,Gram Panchayat
Jaipur Rural,Bansur,KISHORPURA,Gram Panchayat
Jaipur Rural,Bansur,LEKRI,Gram Panchayat
Jaipur Rural,Bansur,LOYATI,Gram Panchayat
Jaipur Rural,Bansur,MAHANPUR,Gram Panchayat
Jaipur Rural,Bansur,MAJRA AHEER,Gram Panchayat
Jaipur Rural,Bansur,MANCHI,Gram Panchayat
Jaipur Rural,Bansur,MOTHOOKA,Gram Panchayat
Jaipur Rural,Bansur,NANGAL LAKHA,Gram Panchayat
Jaipur Rural,Bansur,RAMPUR,Gram Panchayat
Jaipur Rural,Bansur,RASNALI,Gram Panchayat
Jaipur Rural,Bansur,SABALPURA,Gram Panchayat
Jaipur Rural,Bansur,SHAHPUR,Gram Panchayat
Jaipur Rural,Bansur,SHYAMPURA,Gram Panchayat
Jaipur Rural,Bansur,TOORANA,Gram Panchayat
Jaipur Rural,Bansur,AJABPURA,Gram Panchayat
Jaipur Rural,Bansur,BAHRAM KA BAS,Gram Panchayat
Jaipur Rural,Bansur,BAMANWAS KANKAR,Gram Panchayat
Jaipur Rural,Bansur,BAS DAYAL,Gram Panchayat
Jaipur Rural,Bansur,BILALI,Gram Panchayat
Jaipur Rural,Bansur,BURJA,Gram Panchayat
Jaipur Rural,Bansur,CHANDPURI,Gram Panchayat
Jaipur Rural,Bansur,CHATARPURA,Gram Panchayat
Jaipur Rural,Bansur,GARHI,Gram Panchayat
Jaipur Rural,Bansur,GYANPURA,Gram Panchayat
Jaipur Rural,Bansur,Kanpur Louge,Gram Panchayat
Jaipur Rural,Bansur,KHARKHARI KALAN,Gram Panchayat
Jaipur Rural,Bansur,KOLAHERA,Gram Panchayat
Jaipur Rural,Bansur,MUNDAWARA,Gram Panchayat
Jaipur Rural,Bansur,NARAYANPUR,Gram Panchayat
Jaipur Rural,Bansur,NAYA BAS,Gram Panchayat
Jaipur Rural,Bansur,NEEMOOCHANA,Gram Panchayat
Jaipur Rural,Bansur,RATANPURA KARANA,Gram Panchayat
Jaipur Rural,Bansur,TOORANA,Gram Panchayat
Jaipur Rural,Bansur,BAMANWAS KANKAR,Gram Panchayat
Jaipur Rural,Bansur,GARHI,Gram Panchayat
Jaipur Rural,Bansur,KOLAHERA,Gram Panchayat
Jaipur Rural,Bansur,MUNDAWARA,Gram Panchayat
Jaipur Rural,Bansur,VIJAYPURA,Gram Panchayat
Alwar,Alwar Urban,BELAKA,Gram Panchayat
Alwar,Alwar Urban,BHOOGAR,Gram Panchayat
Alwar,Alwar Urban,DIWAKARI,Gram Panchayat
Alwar,Alwar Urban,1,Ward
Alwar,Alwar Urban,2,Ward
Alwar,Alwar Urban,3,Ward
Alwar,Alwar Urban,4,Ward
Alwar,Alwar Urban,5,Ward
Alwar,Alwar Urban,6,Ward
Alwar,Alwar Urban,7,Ward
Alwar,Alwar Urban,8,Ward
Alwar,Alwar Urban,9,Ward
Alwar,Alwar Urban,10,Ward
Alwar,Alwar Urban,11,Ward
Alwar,Alwar Urban,12,Ward
Alwar,Alwar Urban,13,Ward
Alwar,Alwar Urban,14,Ward
Alwar,Alwar Urban,15,Ward
Alwar,Alwar Urban,16,Ward
Alwar,Alwar Urban,17,Ward
Alwar,Alwar Urban,18,Ward
Alwar,Alwar Urban,19,Ward
Alwar,Alwar Urban,20,Ward
Alwar,Alwar Urban,21,Ward
Alwar,Alwar Urban,22,Ward
Alwar,Alwar Urban,23,Ward
Alwar,Alwar Urban,24,Ward
Alwar,Alwar Urban,25,Ward
Alwar,Alwar Urban,26,Ward
Alwar,Alwar Urban,27,Ward
Alwar,Alwar Urban,28,Ward
Alwar,Alwar Urban,29,Ward
Alwar,Alwar Urban,30,Ward
Alwar,Alwar Urban,31,Ward
Alwar,Alwar Urban,32,Ward
Alwar,Alwar Urban,33,Ward
Alwar,Alwar Urban,34,Ward
Alwar,Alwar Urban,35,Ward
Alwar,Alwar Urban,36,Ward
Alwar,Alwar Urban,37,Ward
Alwar,Alwar Urban,38,Ward
Alwar,Alwar Urban,39,Ward
Alwar,Alwar Urban,40,Ward
Alwar,Alwar Urban,41,Ward
Alwar,Alwar Urban,42,Ward
Alwar,Alwar Urban,43,Ward
Alwar,Alwar Urban,44,Ward
Alwar,Alwar Urban,45,Ward
Alwar,Alwar Urban,46,Ward
Alwar,Alwar Urban,47,Ward
Alwar,Alwar Urban,48,Ward
Alwar,Alwar Urban,49,Ward
Alwar,Alwar Urban,50,Ward
Alwar,Alwar Urban,51,Ward
Alwar,Alwar Urban,52,Ward
Alwar,Alwar Urban,53,Ward
Alwar,Alwar Urban,54,Ward
Alwar,Alwar Urban,55,Ward
Alwar,Alwar Urban,56,Ward
Alwar,Alwar Urban,57,Ward
Alwar,Alwar Urban,58,Ward
Alwar,Alwar Urban,59,Ward
Alwar,Alwar Urban,60,Ward
Alwar,Alwar Urban,61,Ward
Alwar,Alwar Urban,62,Ward
Alwar,Alwar Urban,63,Ward
Alwar,Alwar Urban,64,Ward
Alwar,Alwar Urban,65,Ward
Alwar,Alwar Rural,AKBARPUR,Gram Panchayat
Alwar,Alwar Rural,BAHADURPUR PATTI JORIYA,Gram Panchayat
Alwar,Alwar Rural,BAHADURPUR PATTI MEERAN,Gram Panchayat
Alwar,Alwar Rural,BAKHTPURA,Gram Panchayat
Alwar,Alwar Rural,BHAJEDA,Gram Panchayat
Alwar,Alwar Rural,BHAJEET,Gram Panchayat
Alwar,Alwar Rural,BHAJERA,Gram Panchayat
Alwar,Alwar Rural,Bhakheda,Gram Panchayat
Alwar,Alwar Rural,BHANDWARA,Gram Panchayat
Alwar,Alwar Rural,CHANDALI,Gram Panchayat
Alwar,Alwar Rural,CHANDOLI,Gram Panchayat
Alwar,Alwar Rural,CHIKANI,Gram Panchayat
Alwar,Alwar Rural,DESOOLA,Gram Panchayat
Alwar,Alwar Rural,DHAHALAWAS,Gram Panchayat
Alwar,Alwar Rural,GHATLA,Gram Panchayat
Alwar,Alwar Rural,ghegholi,Gram Panchayat
Alwar,Alwar Rural,GOONDPUR,Gram Panchayat
Alwar,Alwar Rural,GUJUKI,Gram Panchayat
Alwar,Alwar Rural,HAJIPUR,Gram Panchayat
Alwar,Alwar Rural,Jaharkheda,Gram Panchayat
Alwar,Alwar Rural,Jajor,Gram Panchayat
Alwar,Alwar Rural,JATIYANA,Gram Panchayat
Alwar,Alwar Rural,KAKRALI,Gram Panchayat
Alwar,Alwar Rural,KAKRALI MEV,Gram Panchayat
Alwar,Alwar Rural,KAROLI,Gram Panchayat
Alwar,Alwar Rural,KASBA DAHRA,Gram Panchayat
Alwar,Alwar Rural,Kerwa Jat,Gram Panchayat
Alwar,Alwar Rural,KESHARPUR,Gram Panchayat
Alwar,Alwar Rural,Khedka,Gram Panchayat
Alwar,Alwar Rural,KHERLI SAIYED,Gram Panchayat
Alwar,Alwar Rural,KITHOOR,Gram Panchayat
Alwar,Alwar Rural,MAACHDI,Gram Panchayat
Alwar,Alwar Rural,MADHO GARH,Gram Panchayat
Alwar,Alwar Rural,NAGLA RAISEES,Gram Panchayat
Alwar,Alwar Rural,Nandanhedi,Gram Panchayat
Alwar,Alwar Rural,PALKHARI,Gram Panchayat
Alwar,Alwar Rural,RAYABKA,Gram Panchayat
Alwar,Alwar Rural,SAHORI,Gram Panchayat
Alwar,Alwar Rural,Sainthali,Gram Panchayat
Alwar,Alwar Rural,SHAHPUR,Gram Panchayat
Alwar,Alwar Rural,SIRMOLI,Gram Panchayat
Alwar,Alwar Rural,Thekada,Gram Panchayat
Alwar,Alwar Rural,TOOLERA,Gram Panchayat
Alwar,Alwar Rural,UMREN,Gram Panchayat
Alwar,Alwar Rural,BAHADURPUR PATTI JORIYA,Gram Panchayat
Alwar,Alwar Rural,BADER,Gram Panchayat
Alwar,Alwar Rural,BALETA,Gram Panchayat
Alwar,Alwar Rural,Bandipura,Gram Panchayat
Alwar,Alwar Rural,BARKHERA,Gram Panchayat
Alwar,Alwar Rural,BEEJWAR,Gram Panchayat
Alwar,Alwar Rural,BHANDODI,Gram Panchayat
Alwar,Alwar Rural,BHANDWARA,Gram Panchayat
Alwar,Alwar Rural,BHARKOL,Gram Panchayat
Alwar,Alwar Rural,Bilandi,Gram Panchayat
Alwar,Alwar Rural,Chomu,Gram Panchayat
Alwar,Alwar Rural,DADAR,Gram Panchayat
Alwar,Alwar Rural,DHAKPURI,Gram Panchayat
Alwar,Alwar Rural,HALDEENA,Gram Panchayat
Alwar,Alwar Rural,JAMALPUR,Gram Panchayat
Alwar,Alwar Rural,Kairwara,Gram Panchayat
Alwar,Alwar Rural,KAIRWAWAL,Gram Panchayat
Alwar,Alwar Rural,KALSARA,Gram Panchayat
Alwar,Alwar Rural,Khareda,Gram Panchayat
Alwar,Alwar Rural,Kherli Pichnot,Gram Panchayat
Alwar,Alwar Rural,LEELI,Gram Panchayat
Alwar,Alwar Rural,MADHO GARH,Gram Panchayat
Alwar,Alwar Rural,MAHWA KHURD,Gram Panchayat
Alwar,Alwar Rural,MALAKHERA,Gram Panchayat
Alwar,Alwar Rural,MOHABBATPUR,Gram Panchayat
Alwar,Alwar Rural,NAITHLA,Gram Panchayat
Alwar,Alwar Rural,PALA,Gram Panchayat
Alwar,Alwar Rural,PARSA KA BAS,Gram Panchayat
Alwar,Alwar Rural,POONKHAR,Gram Panchayat
Alwar,Alwar Rural,PRITHVIPURA,Gram Panchayat
Alwar,Alwar Rural,SALPUR,Gram Panchayat
Alwar,Alwar Rural,Sarangpur,Gram Panchayat
Alwar,Behror,ANANT PURA,Gram Panchayat
Alwar,Behror,ANTPURA,Gram Panchayat
Alwar,Behror,BASAI,Gram Panchayat
Alwar,Behror,BHAGWARI KHURD,Gram Panchayat
Alwar,Behror,BOORHWAL,Gram Panchayat
Alwar,Behror,DAHMI,Gram Panchayat
Alwar,Behror,DHOONDHARIYA,Gram Panchayat
Alwar,Behror,GADHOJ,Gram Panchayat
Alwar,Behror,GANDALA,Gram Panchayat
Alwar,Behror,GOOJARWAS,Gram Panchayat
Alwar,Behror,GOONTI,Gram Panchayat
Alwar,Behror,GUJARWAS,Gram Panchayat
Alwar,Behror,HAMEEDPUR,Gram Panchayat
Alwar,Behror,JAGUWAS,Gram Panchayat
Alwar,Behror,JAINPUR BAS,Gram Panchayat
Alwar,Behror,JAKHRANA KALAN,Gram Panchayat
Alwar,Behror,JAT GAONRA,Gram Panchayat
Alwar,Behror,JATGAWADA,Gram Panchayat
Alwar,Behror,KANKAR DOPA,Gram Panchayat
Alwar,Behror,KARODA,Gram Panchayat
Alwar,Behror,KHARKHARA,Gram Panchayat
Alwar,Behror,KHOHAR,Gram Panchayat
Alwar,Behror,KHOHRI,Gram Panchayat
Alwar,Behror,KOHRANA,Gram Panchayat
Alwar,Behror,MACHAL,Gram Panchayat
Alwar,Behror,MAHARAJWAS,Gram Panchayat
Alwar,Behror,MOHAMMADPUR,Gram Panchayat
Alwar,Behror,MOHAMMADPUR GOOJAR,Gram Panchayat
Alwar,Behror,MOHMADPUR,Gram Panchayat
Alwar,Behror,NAGAL KHODIYA,Gram Panchayat
Alwar,Behror,PAHARI,Gram Panchayat
Alwar,Behror,RAMSINGHPURA,Gram Panchayat
Alwar,Behror,RIWALI,Gram Panchayat
Alwar,Behror,SHERPUR,Gram Panchayat
Alwar,Behror,TASEENG,Gram Panchayat
Alwar,Behror,UNTOLI,Gram Panchayat
Alwar,Behror,AKLEEMPURA,Gram Panchayat
Alwar,Behror,BEECHPURI,Gram Panchayat
Alwar,Behror,DABARWAS,Gram Panchayat
Alwar,Behror,DAUSOD,Gram Panchayat
Alwar,Behror,DOOMROLI,Gram Panchayat
Alwar,Behror,GIGLANA,Gram Panchayat
Alwar,Behror,HUDIYA KALAN,Gram Panchayat
Alwar,Behror,KANHAWAS,Gram Panchayat
Alwar,Behror,KATHOOWAS,Gram Panchayat
Alwar,Behror,KAYSA,Gram Panchayat
Alwar,Behror,KHOONDROT,Gram Panchayat
Alwar,Behror,MAHTAWAS,Gram Panchayat
Alwar,Behror,MAJRA,Gram Panchayat
Alwar,Behror,MAJRI KALAN,Gram Panchayat
Alwar,Behror,MANDHAN,Gram Panchayat
Alwar,Behror,NANAGWAS,Gram Panchayat
Alwar,Behror,NANGLI BALAI,Gram Panchayat
Alwar,Behror,PARTAPUR,Gram Panchayat
Alwar,Behror,RAIWANA,Gram Panchayat
Alwar,Behror,RODWAL,Gram Panchayat
Alwar,Behror,SANTO,Gram Panchayat
Alwar,Behror,1,Ward
Alwar,Behror,2,Ward
Alwar,Behror,3,Ward
Alwar,Behror,4,Ward
Alwar,Behror,5,Ward
Alwar,Behror,6,Ward
Alwar,Behror,7,Ward
Alwar,Behror,8,Ward
Alwar,Behror,9,Ward
Alwar,Behror,10,Ward
Alwar,Behror,11,Ward
Alwar,Behror,12,Ward
Alwar,Behror,13,Ward
Alwar,Behror,14,Ward
Alwar,Behror,15,Ward
Alwar,Behror,16,Ward
Alwar,Behror,17,Ward
Alwar,Behror,18,Ward
Alwar,Behror,19,Ward
Alwar,Behror,20,Ward
Alwar,Behror,21,Ward
Alwar,Behror,22,Ward
Alwar,Behror,23,Ward
Alwar,Behror,24,Ward
Alwar,Behror,25,Ward
Alwar,Behror,26,Ward
Alwar,Behror,27,Ward
Alwar,Behror,28,Ward
Alwar,Behror,29,Ward
Alwar,Behror,30,Ward
Alwar,Behror,31,Ward
Alwar,Behror,32,Ward
Alwar,Behror,33,Ward
Alwar,Behror,34,Ward
Alwar,Behror,35,Ward
Alwar,Rajgarh Laxmangarh,BERLA,Gram Panchayat
Alwar,Rajgarh Laxmangarh,BICHGAON,Gram Panchayat
Alwar,Rajgarh Laxmangarh,CHIMRAWALI GORH,Gram Panchayat
Alwar,Rajgarh Laxmangarh,DEEWLI,Gram Panchayat
Alwar,Rajgarh Laxmangarh,GOTHRA,Gram Panchayat
Alwar,Rajgarh Laxmangarh,HARSANA,Gram Panchayat
Alwar,Rajgarh Laxmangarh,HASANPUR,Gram Panchayat
Alwar,Rajgarh Laxmangarh,JHALATALA,Gram Panchayat
